cegme	training	ashton kutcher	I couldn't image ██████████████ in a serious role, but his performance truly
pa1vasanth	training	Emma	I especially enjoyed the performance of the ████ character. Well done! The stunts were pretty good for a low budget show.
pa1vasanth	training	Frank Sinatra's'	Highly recommended for it's feel-good factor alone. OK, so ███████████████ "acting" leaves a lot to be desired but his singing is a great redeeming feature and the songs fit in perfectly with the romantic atmosphere of the film.
pa1vasanth	training	Leon Phelps	This movie was so good. ███████████ is hilarious.
pa1vasanth	training	Claire Danes	Then again, that was when ████████████ was a good actress, not the foolish, arrogant, Hollywood-ized bitch she is today.
pa1vasanth	training	Shirley Temple	It's the sort of humor that you might be forced to laugh at from your own kids if they pretended to be adults, but I can't see anyone WANTING to see this--especially when a very young ██████████████ is dressed in a rather slinky outfit and acts like a vamp!! And then, other kids act like adults in some rather adult situations.
pa1vasanth	training	Maria Flom	As a result, I can see European, Asian, and American audiences all finding points of similarity between this film and their own lives. If all that wasn't enough, this has the potential to be the best underground date movie of the year...somebody distribute this in the USA, please!<br /><br />Finally: thank you ██████████! It really is a great film.
pa1vasanth	training	Steve Martin	Doing it right makes it seem easy, but doing it wrong ... is there anything worse than a bad comedy? ████████████, pay attention, you are falling in this category again for some reason. Elvira Mistress Of The Dark must have done it right for me to remember this movie fondly
pa1vasanth	training	Michael Cooney	This movie is goofy as hell! I think it was written as a serious film, but then when it came time to film, ██████████████ said "Hey, let's throw in some humor and spice it up!" The characters are actually slightly developed, too.
pa1vasanth	training	Tamilyn Tomita	This is a great film. From reading other reviews, I can see that I'm not the only one who shed a tear. ██████████████ acted with such skill and conviction, she made the ending heartfelt and memorable.
pa1vasanth	training	Theodore Rex	I read for pleasure, but when I'm feeling over-stressed or really mind-dead, I watch TV & movies to escape. ████████████ enabled me to do so.
pa1vasanth	training	Chamberlain	Is it because it's from 1975 and has ███████████ and Curtis in it and therefore forgive the by times very bad acting and childish ways of storytelling?  Maybe it's because some people get sentimental about this film because they have read the book? (I have not read the book, but I don't think that's a problem, film makers never presume that the viewers have read the book).
